,id,document,predicted_label
690,                김성훈              ,그냥 오늘 모든 라인이 이 우세하더라 심지어 감독코치까지 젠지 경기력에 조금 실망스러웠고 오늘 경기로 젠지는 약강강이라는 생각이 약간 듬 반면에 은 정규시즌에 젠지를 전부 잡은게 우연이 아니란걸 증명해버렸지 ㅠ 되게 비등비등하고 재밋는 경기를 기대했는데 써머때는 젠지가 강팀다운 면모를 잘 보여주길 ㅠㅠ,0.52822137
693,                얌마Uru              ,정말알수없는게 인듯하지만 이번결과만봐선 롤드컵 존망인듯지금 경기력으론 강이 최선인듯는 더노력하길우승축하해요,0.86595476
694,                이Brad              ,이번 롤드컵도 글렀다 이렇게 드루누워서야 뭐하누 하,0.05496466
695,                자의              ,그리고 그브를 가져가면 킨드레드를 가져가야지 렉사이를 왜가져감 그브 조질려면 킨드레드밖에없음 렉사이는 원딜형 정글러한테 밥이라 힘듬,0.09245142
696,                새벽달팡이              ,세트부터 아예 젠지팀은 눈가가 붉어서 마음이 좀 안 좋았음ㅠㅠ 빛이 있으면 그림자도 있다고 티원이 이겼지만 왠지 마음은 무거웠습니다 두팀 모두 수고많았아요예전엔 준우승도 상금수여식 했던거같은데 아닌가요,0.66046
698,                나코              ,진짜 해설 ㅈㄴ듣기싫다,0.018276125
699,                Sw J              ,이번년도   기인 기대했지만 안돼고 로치라 걱정했는데 칸나가 의 탑을 잘 메꿔줘서 다행이다언젠가 페이커 은퇴하면 미드는 쵸비로 기대하고있다,0.8676748
700,                의사양반              ,결승전이 아니라 그냥 이 하위팀 상대로 농락한 것 같다,0.07132158
702,                금개마              ,칸나가 칸이랑은 다른느낌으로 잘한다 칸처럼 개쩌는 느낌 그런건 없지만 훨씬더 안정적이고 이때다 싶을때 본인할거 이상으로 팀에기여한다,0.61367524
704,                이유준              ,개노잼,0.005851833
705,                박사독고              ,근데 칸나는 존나 못한다 결승전에서 버스만 타네,0.33144218
706,                나는야 나우르              ,이건 의 우승을 축하해야 하는 게 맞긴 한데 이 정도면 솔직히 는 망한 것 같다,0.03338022
